55
0.13371	0.36979	0	0.32375	0.63182	0	0.2493	0.36342	0	0.10922	0.58382	0
0.51133	0.40309	0	0.69059	0.62496	0	0.66072	0.41534	0	0.45795	0.6186	0
0.92422	0.39868	0	1.0653	0.66317	0	1.0521	0.41191	0	0.8439	0.63231	0
1.3165	0.4697	0	1.511	0.68227	0	1.4645	0.44472	0	1.2009	0.66904	0
1.7108	0.43346	0	1.9689	0.62447	0	1.8759	0.38105	0	1.6687	0.67345	0
2.3867	0.36979	0	2.5767	0.63182	0	2.5023	0.36342	0	2.3622	0.58382	0
2.7643	0.40309	0	2.9436	0.62496	0	2.9137	0.41534	0	2.7109	0.6186	0
3.1772	0.39868	0	3.3183	0.66317	0	3.3051	0.41191	0	3.0969	0.63231	0
3.5695	0.4697	0	3.764	0.68227	0	3.7175	0.44472	0	3.4539	0.66904	0
3.9638	0.43346	0	4.2219	0.62447	0	4.1289	0.38105	0	3.9217	0.67345	0
4.6397	0.36979	0	4.8297	0.63182	0	4.7553	0.36342	0	4.6152	0.58382	0
5.0173	0.40309	0	5.1966	0.62496	0	5.1667	0.41534	0	4.9639	0.6186	0
5.4302	0.39868	0	5.5713	0.66317	0	5.5581	0.41191	0	5.3499	0.63231	0
5.8225	0.4697	0	6.017	0.68227	0	5.9705	0.44472	0	5.7069	0.66904	0
6.2168	0.43346	0	6.4749	0.62447	0	6.3819	0.38105	0	6.1747	0.67345	0
6.8927	0.36979	0	7.0827	0.63182	0	7.0083	0.36342	0	6.8682	0.58382	0
7.2703	0.40309	0	7.4496	0.62496	0	7.4197	0.41534	0	7.2169	0.6186	0
7.6832	0.39868	0	7.8243	0.66317	0	7.8111	0.41191	0	7.6029	0.63231	0
8.0755	0.4697	0	8.27	0.68227	0	8.2235	0.44472	0	7.9599	0.66904	0
8.4698	0.43346	0	8.7279	0.62447	0	8.6349	0.38105	0	8.4277	0.67345	0
9.1457	0.36979	0	9.3357	0.63182	0	9.2613	0.36342	0	9.1212	0.58382	0
9.5233	0.40309	0	9.7026	0.62496	0	9.6727	0.41534	0	9.4699	0.6186	0
9.9362	0.39868	0	10.077	0.66317	0	10.064	0.41191	0	9.8559	0.63231	0
10.329	0.4697	0	10.523	0.68227	0	10.476	0.44472	0	10.213	0.66904	0
10.723	0.43346	0	10.981	0.62447	0	10.888	0.38105	0	10.681	0.67345	0
11.399	0.36979	0	11.589	0.63182	0	11.514	0.36342	0	11.374	0.58382	0
11.776	0.40309	0	11.956	0.62496	0	11.926	0.41534	0	11.723	0.6186	0
12.189	0.39868	0	12.33	0.66317	0	12.317	0.41191	0	12.109	0.63231	0
12.582	0.4697	0	12.776	0.68227	0	12.729	0.44472	0	12.466	0.66904	0
12.976	0.43346	0	13.234	0.62447	0	13.141	0.38105	0	12.934	0.67345	0
13.652	0.36979	0	13.842	0.63182	0	13.767	0.36342	0	13.627	0.58382	0
14.029	0.40309	0	14.209	0.62496	0	14.179	0.41534	0	13.976	0.6186	0
14.442	0.39868	0	14.583	0.66317	0	14.57	0.41191	0	14.362	0.63231	0
14.835	0.4697	0	15.029	0.68227	0	14.982	0.44472	0	14.719	0.66904	0
15.229	0.43346	0	15.487	0.62447	0	15.394	0.38105	0	15.187	0.67345	0
15.905	0.36979	0	16.095	0.63182	0	16.02	0.36342	0	15.88	0.58382	0
16.282	0.40309	0	16.462	0.62496	0	16.432	0.41534	0	16.229	0.6186	0
16.695	0.39868	0	16.836	0.66317	0	16.823	0.41191	0	16.615	0.63231	0
17.088	0.4697	0	17.282	0.68227	0	17.235	0.44472	0	16.972	0.66904	0
17.482	0.43346	0	17.74	0.62447	0	17.647	0.38105	0	17.44	0.67345	0
18.158	0.36979	0	18.348	0.63182	0	18.273	0.36342	0	18.133	0.58382	0
18.535	0.40309	0	18.715	0.62496	0	18.685	0.41534	0	18.482	0.6186	0
18.948	0.39868	0	19.089	0.66317	0	19.076	0.41191	0	18.868	0.63231	0
19.341	0.4697	0	19.535	0.68227	0	19.488	0.44472	0	19.225	0.66904	0
19.735	0.43346	0	19.993	0.62447	0	19.9	0.38105	0	19.693	0.67345	0
20.411	0.36979	0	20.601	0.63182	0	20.526	0.36342	0	20.386	0.58382	0
20.788	0.40309	0	20.968	0.62496	0	20.938	0.41534	0	20.735	0.6186	0
21.201	0.39868	0	21.342	0.66317	0	21.329	0.41191	0	21.121	0.63231	0
21.594	0.4697	0	21.788	0.68227	0	21.741	0.44472	0	21.478	0.66904	0
21.988	0.43346	0	22.246	0.62447	0	22.153	0.38105	0	21.946	0.67345	0
22.664	0.36979	0	22.854	0.63182	0	22.779	0.36342	0	22.639	0.58382	0
23.041	0.40309	0	23.221	0.62496	0	23.191	0.41534	0	22.988	0.6186	0
23.454	0.39868	0	23.595	0.66317	0	23.582	0.41191	0	23.374	0.63231	0
23.847	0.4697	0	24.041	0.68227	0	23.994	0.44472	0	23.731	0.66904	0
24.241	0.43346	0	24.499	0.62447	0	24.406	0.38105	0	24.199	0.67345	0
