0	-4.86273e-09	-4.86273e-09	-6.07842e-09	-7.2941e-09	-7.2941e-09	4.86273e-09	4.86273e-09	4.78007e-09	2.55537e-09	9.02037e-10	-0.000277197	-0.000207379	-1.28582	0.000325232	0.000211138	1.70386e-05	1.28556	-0.000284153	-1.00255e-06	2.3263e-05	-3.03594e-06	0.000330786	-3.43505e-06	-2.32421e-05	-1.07122e-05	-0.000330779	
0	-2.3458e-08	-2.3458e-08	-2.93226e-08	-3.51871e-08	-3.51871e-08	2.3458e-08	2.3458e-08	2.30593e-08	1.23272e-08	4.35147e-09	-0.000866944	-0.000588799	-1.05236	0.00097883	0.00059625	4.75609e-05	1.05152	-0.000801325	-5.52285e-06	-5.96612e-06	-1.09253e-05	0.00129754	-1.07321e-05	6.02476e-06	-2.70151e-05	-0.00129751	
0	-6.79623e-08	-6.79623e-08	-8.49529e-08	-1.01944e-07	-1.01944e-07	6.79623e-08	6.79623e-08	6.6807e-08	3.57142e-08	1.2607e-08	-0.00172202	-0.00108556	-0.861118	0.00190178	0.00112436	8.89766e-05	0.8594	-0.00150965	-1.59933e-05	-0.000175933	-2.50426e-05	0.00302726	-1.77256e-05	0.000176133	-4.24757e-05	-0.00302724	
0	-1.53285e-07	-1.53285e-07	-1.91606e-07	-2.29927e-07	-2.29927e-07	1.53285e-07	1.53285e-07	1.50679e-07	8.05512e-08	2.84344e-08	-0.00279754	-0.00166559	-0.704446	0.00304575	0.00176992	0.000139275	0.701604	-0.00237484	-3.31895e-05	-0.000461287	-4.63781e-05	0.00538286	-2.00961e-05	0.000461761	-5.22483e-05	-0.00538288	
0	-2.96598e-07	-2.96598e-07	-3.70748e-07	-4.44898e-07	-4.44898e-07	2.96598e-07	2.96598e-07	2.91556e-07	1.55862e-07	5.5019e-08	-0.00405265	-0.00230898	-0.576085	0.00437161	0.00251195	0.000196847	0.571907	-0.00336884	-5.76231e-05	-0.000841268	-7.56014e-05	0.00825211	-1.46873e-05	0.000842133	-5.27996e-05	-0.00825218	
0	-5.16954e-07	-5.16954e-07	-6.46192e-07	-7.75431e-07	-7.75431e-07	5.16954e-07	5.16954e-07	5.08166e-07	2.71659e-07	9.58949e-08	-0.00545557	-0.00300287	-0.470903	0.00584689	0.00333325	0.000260389	0.465215	-0.00446866	-8.95983e-05	-0.00129887	-0.00011313	0.0115431	7.37626e-07	0.00130021	-4.16336e-05	-0.0115432	
0	-8.34966e-07	-8.34966e-07	-1.04371e-06	-1.25245e-06	-1.25245e-06	8.34966e-07	8.34966e-07	8.20772e-07	4.38775e-07	1.54886e-07	-0.00698011	-0.00373769	-0.3847	0.00744499	0.00421971	0.000328836	0.377357	-0.00565547	-0.00012928	-0.00182017	-0.000159209	0.0151805	2.88722e-05	0.00182309	-1.80526e-05	-0.0151825	
0	-1.27256e-06	-1.27256e-06	-1.5907e-06	-1.90883e-06	-1.90883e-06	1.27256e-06	1.27256e-06	1.25092e-06	6.68728e-07	2.36059e-07	-0.00860474	-0.00450599	-0.314037	0.00914414	0.0051598	0.00040132	0.304919	-0.00691387	-0.000176702	-0.00239377	-0.000213924	0.0191028	7.04687e-05	0.00239913	1.91801e-05	-0.0191082	
0	-1.85274e-06	-1.85274e-06	-2.31592e-06	-2.77911e-06	-2.77911e-06	1.85274e-06	1.85274e-06	1.82124e-06	9.73614e-07	3.43683e-07	-0.0103118	-0.00530182	-0.256095	0.0109265	0.00614406	0.000477129	0.245105	-0.00823124	-0.000231797	-0.00301032	-0.000277237	0.0232595	0.000125878	0.00301878	7.07747e-05	-0.0232694	
0	-2.59945e-06	-2.59945e-06	-3.24931e-06	-3.89918e-06	-3.89918e-06	2.59945e-06	2.59945e-06	2.55526e-06	1.36601e-06	4.82198e-07	-0.0120868	-0.00612035	-0.208569	0.0127775	0.00716476	0.00055568	0.195626	-0.00959724	-0.000294421	-0.00366217	-0.000349014	0.0276093	0.000196996	0.00367493	0.000135462	-0.0276258	
0	-3.53741e-06	-3.53741e-06	-4.42176e-06	-5.30611e-06	-5.30611e-06	3.53741e-06	3.53741e-06	3.47727e-06	1.85891e-06	6.56189e-07	-0.013918	-0.00695768	-0.169571	0.0146851	0.00821554	0.000636496	0.154607	-0.0110034	-0.000364375	-0.00434306	-0.000429053	0.0321183	0.000283317	0.00436103	0.000213534	-0.0321431	
0	-4.69199e-06	-4.69199e-06	-5.86499e-06	-7.03799e-06	-7.03799e-06	4.69199e-06	4.69199e-06	4.61223e-06	2.46564e-06	8.70365e-07	-0.0157928	-0.00781023	-0.137554	0.0166398	0.00929121	0.000719187	0.120515	-0.0124428	-0.000441419	-0.00504786	-0.0005171	0.0367587	0.000386081	0.00507221	0.000303404	-0.036794	
0	-6.08915e-06	-6.08915e-06	-7.61144e-06	-9.13373e-06	-9.13373e-06	6.08915e-06	6.08915e-06	5.98564e-06	3.19985e-06	1.12954e-06	-0.0177039	-0.00867555	-0.111253	0.0186335	0.0103875	0.000803433	0.0920938	-0.0139098	-0.000525283	-0.00577237	-0.000612866	0.041508	0.000504274	0.00580402	0.000405162	-0.0415553	
0	-7.75532e-06	-7.75532e-06	-9.69416e-06	-1.1633e-05	-1.1633e-05	7.75532e-06	7.75532e-06	7.62348e-06	4.07542e-06	1.43861e-06	-0.0196452	-0.00955154	-0.0896311	0.0206596	0.0115029	0.000889488	0.068314	-0.0154014	-0.000615681	-0.00651315	-0.000716037	0.0463475	0.00063897	0.00655314	0.000516894	-0.0464085	
0	-9.71738e-06	-9.71738e-06	-1.21467e-05	-1.45761e-05	-1.45761e-05	9.71738e-06	9.71738e-06	9.55218e-06	5.10648e-06	1.80257e-06	-0.0216115	-0.0104365	-0.0718407	0.0227127	0.0126343	0.000976956	0.048334	-0.0169137	-0.000712317	-0.00726738	-0.000826286	0.051262	0.000788826	0.00731652	0.000638657	-0.0513381	
0	-1.20026e-05	-1.20026e-05	-1.50032e-05	-1.80038e-05	-1.80038e-05	1.20026e-05	1.20026e-05	1.17985e-05	6.30734e-06	2.22647e-06	-0.0235964	-0.0113276	-0.057188	0.0247885	0.0137786	0.00106592	0.0314638	-0.0184431	-0.000814888	-0.00803275	-0.000943277	0.0562389	0.00095497	0.00809194	0.000768279	-0.0563314	
0	-1.46384e-05	-1.46384e-05	-1.8298e-05	-2.19576e-05	-2.19576e-05	1.46384e-05	1.46384e-05	1.43896e-05	7.69249e-06	2.71543e-06	-0.0255969	-0.0122235	-0.0451044	0.0268833	0.0149334	0.00115624	0.0171389	-0.0199869	-0.000923094	-0.00880739	-0.00106667	0.0612682	0.0011358	0.00887731	0.00090585	-0.0613781	
0	-1.76528e-05	-1.76528e-05	-2.20661e-05	-2.64793e-05	-2.64793e-05	1.76528e-05	1.76528e-05	1.73527e-05	9.27657e-06	3.2746e-06	-0.0276107	-0.0131235	-0.0351244	0.0289941	0.016097	0.00124772	0.00489717	-0.0215428	-0.00103666	-0.00958974	-0.00119617	0.0663413	0.00133256	0.00967117	0.00104897	-0.0664695	
