2.98023e-08	2.98023e-08	2.98023e-08	2.98023e-08	2.98023e-08	2.98023e-08	2.98023e-08	2.98023e-08	2.98023e-08	2.98023e-08	2.98023e-08	0.00150796	-0.142502	-0.251623	-0.299138	-0.273413	-0.180747	-0.0438283	0.103822	0.226052	0.292937	0.288101	3.68389e-312	2.13509e-24	-2.10329e-24	9.4831e-26	5.83951e-25	-6.39986e-25	1.69611e-23	-1.47374e-23	-2.18667e-24	1.24679e-26	1.08577e-26	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0.064175	-0.185515	-0.290575	-0.38173	-0.46928	-0.566615	-0.66189	-0.74017	-0.81433	-0.89879	-0.97834	-1.91259e-09	-7.23252e-09	-1.4922e-08	-2.43612e-08	-3.6118e-08	-5.22029e-08	-7.0498e-08	-8.79029e-08	-1.0672e-07	-1.30755e-07	-1.55452e-07	0.004	
2.85854e-07	-2.7619e-05	-4.87699e-05	-5.79793e-05	-5.29913e-05	-3.50273e-05	-8.49643e-06	2.01234e-05	4.38167e-05	5.67814e-05	5.58423e-05	0.00301588	-0.141174	-0.250799	-0.29902	-0.27403	-0.181949	-0.0453196	0.102405	0.225058	0.292608	0.288518	3.68389e-312	3.9862e-05	2.07849e-05	1.42353e-06	-1.50742e-05	-2.8949e-05	-3.52989e-05	-2.14155e-05	-2.01728e-05	-2.37304e-06	9.2904e-06	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0.064175	-0.185515	-0.290575	-0.38173	-0.46928	-0.566615	-0.66189	-0.74017	-0.81433	-0.89879	-0.97834	-7.57201e-06	-2.03101e-05	-2.74686e-05	-2.87526e-05	-2.49717e-05	-1.63616e-05	-6.05643e-06	2.0554e-06	7.26535e-06	8.76811e-06	6.2914e-06	0.008	
1.2922e-06	-9.41859e-05	-0.000166631	-0.000198272	-0.00018136	-0.000120037	-2.93389e-05	6.85664e-05	0.000149686	0.000194162	0.0001911	0.00452372	-0.139841	-0.249968	-0.298894	-0.274641	-0.183145	-0.0468096	0.100987	0.224058	0.292272	0.288928	3.68389e-312	9.64797e-05	5.04413e-05	3.63929e-06	-3.62872e-05	-6.99254e-05	-8.57291e-05	-5.20075e-05	-4.90286e-05	-6.01675e-06	2.22395e-05	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0.064175	-0.185515	-0.290575	-0.38173	-0.46928	-0.566615	-0.66189	-0.74017	-0.81433	-0.89879	-0.97834	-2.59157e-05	-6.95321e-05	-9.40824e-05	-9.85413e-05	-8.56709e-05	-5.62721e-05	-2.10527e-05	6.69126e-06	2.45273e-05	2.96955e-05	2.12494e-05	0.012	
3.45681e-06	-0.000202235	-0.000358479	-0.000426941	-0.000390858	-0.000259067	-6.38656e-05	0.000147014	0.000321891	0.000417974	0.000411718	0.00603145	-0.138505	-0.249131	-0.298761	-0.275244	-0.184337	-0.0482985	0.0995655	0.223052	0.291928	0.28933	3.68389e-312	0.000157116	8.23288e-05	6.18925e-06	-5.88375e-05	-0.000113708	-0.000139857	-8.49118e-05	-8.02189e-05	-1.02848e-05	3.57724e-05	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0.064175	-0.185515	-0.290575	-0.38173	-0.46928	-0.566615	-0.66189	-0.74017	-0.81433	-0.89879	-0.97834	-5.58497e-05	-0.000149888	-0.000202902	-0.00021265	-0.000185062	-0.000121851	-4.60483e-05	1.37161e-05	5.21861e-05	6.34101e-05	4.53097e-05	0.016	
7.20871e-06	-0.000349752	-0.000621235	-0.000740594	-0.000678607	-0.000450461	-0.000112045	0.00025387	0.000557591	0.000724832	0.000714593	0.00753903	-0.137166	-0.248288	-0.298621	-0.27584	-0.185525	-0.0497862	0.0981418	0.222041	0.291577	0.289725	3.68389e-312	0.000215179	0.000113	8.81612e-06	-8.02654e-05	-0.000155545	-0.000191767	-0.000116561	-0.000110404	-1.47531e-05	4.83975e-05	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0.0641749	-0.185515	-0.290575	-0.38173	-0.46928	-0.566615	-0.66189	-0.74017	-0.814329	-0.898789	-0.978339	-9.69551e-05	-0.000260281	-0.000352506	-0.000369674	-0.000322039	-0.000212549	-8.11151e-05	2.26049e-05	8.94595e-05	0.000109111	7.78772e-05	0.02	
1.29457e-05	-0.000532645	-0.000948135	-0.00113145	-0.00103771	-0.000689894	-0.000173187	0.000386028	0.000850636	0.00110705	0.00109239	0.00904642	-0.135823	-0.247439	-0.298472	-0.27643	-0.186707	-0.0512726	0.0967155	0.221024	0.291219	0.290113	3.68389e-312	0.00026763	0.000140857	1.13898e-05	-9.94453e-05	-0.00019325	-0.000238723	-0.000145301	-0.000138029	-1.92143e-05	5.94323e-05	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0.0641748	-0.185515	-0.290574	-0.381729	-0.469279	-0.566614	-0.661889	-0.740169	-0.814329	-0.898789	-0.978339	-0.000148239	-0.000398075	-0.000539383	-0.000566016	-0.000493589	-0.000326562	-0.000125848	3.26949e-05	0.000135032	0.000165346	0.000117893	0.024	
2.10187e-05	-0.000746095	-0.00133109	-0.00159012	-0.00145979	-0.000972047	-0.000246328	0.000539864	0.0011937	0.0015554	0.00153622	0.0105536	-0.134477	-0.246583	-0.298317	-0.277012	-0.187885	-0.0527578	0.0952869	0.220002	0.290853	0.290493	3.68389e-312	0.000313382	0.000165318	1.38509e-05	-0.000115987	-0.000226048	-0.000279743	-0.000170532	-0.000162515	-2.35669e-05	6.86574e-05	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0.0641747	-0.185514	-0.290574	-0.381729	-0.469279	-0.566614	-0.661888	-0.740168	-0.814328	-0.898788	-0.978338	-0.000208496	-0.000560062	-0.00075925	-0.000797266	-0.000695977	-0.000461597	-0.000179634	4.33064e-05	0.000187423	0.000230454	0.00016415	0.028	
3.17326e-05	-0.000985277	-0.00176195	-0.00210714	-0.00193636	-0.00129149	-0.000330439	0.000711763	0.00157939	0.00206054	0.00203708	0.0120605	-0.133127	-0.245721	-0.298153	-0.277588	-0.189059	-0.0542415	0.0938558	0.218974	0.29048	0.290866	3.68389e-312	0.000352389	0.000186344	1.61782e-05	-0.00012989	-0.000253914	-0.000314775	-0.000192211	-0.000183807	-2.77684e-05	7.60963e-05	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0.0641744	-0.185513	-0.290573	-0.381728	-0.469278	-0.566612	-0.661887	-0.740166	-0.814326	-0.898786	-0.978336	-0.000276506	-0.000742991	-0.00100775	-0.00105893	-0.000925389	-0.000615287	-0.000241805	5.37981e-05	0.000245178	0.000302787	0.000215454	0.032	
4.53485e-05	-0.00124571	-0.00223312	-0.00267365	-0.00245947	-0.00164315	-0.000424536	0.000898371	0.00200085	0.00261376	0.00258656	0.0135671	-0.131774	-0.244853	-0.297983	-0.278156	-0.190227	-0.055724	0.0924223	0.21794	0.290099	0.291231	3.68389e-312	0.000385117	0.000204165	1.83703e-05	-0.000141346	-0.000277192	-0.000344228	-0.000210579	-0.000202108	-3.18089e-05	8.18904e-05	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0.064174	-0.185513	-0.290572	-0.381727	-0.469277	-0.566611	-0.661885	-0.740164	-0.814323	-0.898783	-0.978333	-0.000351129	-0.000943822	-0.00128082	-0.0013468	-0.00117824	-0.000785403	-0.000311715	6.35941e-05	0.000306957	0.000380825	0.000270705	0.036	
6.20889e-05	-0.00152341	-0.00273783	-0.00328175	-0.00302204	-0.00202247	-0.000527727	0.00109671	0.00245194	0.0032073	0.00317715	0.0150733	-0.130418	-0.243978	-0.297804	-0.278717	-0.191391	-0.057205	0.0909866	0.216901	0.289711	0.29159	3.68389e-312	0.00041225	0.000219127	2.04372e-05	-0.000150626	-0.000296386	-0.000368709	-0.000225989	-0.000217732	-3.56934e-05	8.62293e-05	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0.0641736	-0.185511	-0.29057	-0.381725	-0.469275	-0.566609	-0.661882	-0.740161	-0.81432	-0.89878	-0.978329	-0.000431347	-0.00115984	-0.00157482	-0.00165711	-0.00145134	-0.000969945	-0.000388776	7.21887e-05	0.000371574	0.000463215	0.000328922	0.04	
