0.084	           0   0.00225705   0.00225705   0.00282132   0.00338558   0.00338558  -0.00225705  -0.00225705  -0.00221868  -0.00118608 -0.000418683      0.75427     0.336755     0.177026    -0.799307    -0.440688   -0.0354047      1.03748     0.589821    0.0551218     0.299911   -0.0589339      -1.9296    -0.110687      -0.3036    -0.058769      1.93351	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	         0 -0.0746604 -0.0746604 -0.0933256  -0.111991  -0.111991  0.0746604  0.0746604  0.0733912  0.0392341  0.0138495   -3.51084   -1.18447  -0.223938    3.97803    2.62618   0.339622   -3.97803   -3.39414   -1.58474   -1.71637    1.65343    3.97803    3.02553    1.80497    1.67701   -3.97803
0.088	           0   0.00246875   0.00246875   0.00308594   0.00370313   0.00370313  -0.00246875  -0.00246875  -0.00242678  -0.00129733 -0.000457954     0.749315     0.334193     0.174647    -0.799304    -0.440687   -0.0354057      1.03748     0.589821    0.0561367     0.299854   -0.0600936      -1.9296    -0.116312    -0.303779   -0.0569688      1.93314	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	         0 -0.0810019 -0.0810019  -0.101252  -0.121503  -0.121503  0.0810019  0.0810019  0.0796249  0.0425665  0.0150259   -3.47271   -1.16861  -0.190332    4.09652    2.69594   0.340226   -4.09652   -3.49233   -1.58441   -1.76441    1.65763    4.09652    3.17307    1.86034      1.563   -4.09652
0.092	           0   0.00268964   0.00268964   0.00336205   0.00403446   0.00403446  -0.00268964  -0.00268964  -0.00264391  -0.00141341 -0.000498928      0.74945     0.333471     0.173853    -0.799304    -0.444428   -0.0370139      1.03999     0.591576    0.0570786       0.2998   -0.0611699      -1.9296    -0.121351    -0.303931   -0.0552317      1.93274	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	         0 -0.0875414 -0.0875414  -0.109427  -0.131312  -0.131312  0.0875414  0.0875414  0.0860532   0.046003  0.0162389   -3.61101   -1.22525  -0.219925    4.21037    2.86471    0.40446   -4.21037   -3.62987    -1.5816   -1.81065    1.65882    4.21037    3.29382    1.91253    1.45526   -4.21037
0.096	           0   0.00291967   0.00291967   0.00364959   0.00437951   0.00437951  -0.00291967  -0.00291967  -0.00287004  -0.00153429 -0.000541599     0.749501     0.333196      0.17355    -0.799304    -0.444386   -0.0370385      1.04004     0.591576    0.0579529     0.299748   -0.0621688      -1.9296    -0.126239    -0.304078   -0.0533709      1.93228	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	         0 -0.0942734 -0.0942734  -0.117842   -0.14141   -0.14141  0.0942734  0.0942734  0.0926708  0.0495407  0.0174877    -3.7439   -1.29706  -0.267477    4.31975    2.92498   0.404088   -4.31975    -3.7195   -1.57659   -1.85518    1.65733    4.31975    3.40582    1.96255    1.34616   -4.31975
0.1	          0  0.00315881  0.00315881  0.00394852  0.00473822  0.00473822 -0.00315881 -0.00315881 -0.00310511 -0.00165996 -0.00058596    0.743538    0.332709    0.173439   -0.799241   -0.444372  -0.0370469     1.04006    0.591576   0.0588093    0.299697  -0.0631474     -1.9296   -0.131097   -0.304232  -0.0513012     1.93175	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	        0 -0.101192 -0.101192  -0.12649 -0.151789 -0.151789  0.101192  0.101192 0.0994721 0.0531766 0.0187712  -3.65481  -1.35758 -0.320641   4.42484   2.98397  0.403098  -4.42484  -3.80562  -1.57141  -1.89796   1.65547   4.42484   3.51418    2.0109   1.23234  -4.42484
0.104	           0   0.00340703   0.00340703   0.00425878   0.00511054   0.00511054  -0.00340703  -0.00340703  -0.00334911  -0.00179039 -0.000632004     0.743522     0.332794     0.173532    -0.799241    -0.444367   -0.0370498      1.04007     0.591576    0.0596041     0.299649   -0.0640556      -1.9296    -0.135973    -0.304394   -0.0490021      1.93117	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	        0 -0.108293 -0.108293 -0.135366  -0.16244  -0.16244  0.108293  0.108293  0.106452  0.056908 0.0200884  -3.78598  -1.43815 -0.379757   4.52582   3.04102  0.401932  -4.52582  -3.88836  -1.56433  -1.93915   1.65129   4.52582   3.62087   2.05776   1.11308  -4.52582
0.108	           0   0.00366428   0.00366428   0.00458035   0.00549642   0.00549642  -0.00366428  -0.00366428  -0.00360198  -0.00192558 -0.000679723     0.738448     0.330207     0.171257    -0.799155    -0.444365   -0.0370508      1.04007     0.591576    0.0603416     0.299604   -0.0648984      -1.9296    -0.140885    -0.304565   -0.0464737       1.9305	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	        0 -0.115571 -0.115571 -0.144463 -0.173356 -0.173356  0.115571  0.115571  0.113606 0.0607323 0.0214383  -3.72811   -1.4098 -0.342824   4.62283   3.09595  0.400738  -4.62283  -3.96785  -1.55557  -1.97882   1.64503   4.62283   3.72674   2.10322  0.988521  -4.62283
0.112	           0   0.00393053   0.00393053   0.00491316   0.00589579   0.00589579  -0.00393053  -0.00393053  -0.00386371  -0.00206549 -0.000729112     0.738577       0.3295     0.170482    -0.799155    -0.443175    -0.037749      1.04156     0.591576    0.0610261     0.299562   -0.0656805      -1.9296    -0.145768    -0.304748   -0.0436355      1.92977	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	        0  -0.12302  -0.12302 -0.153775  -0.18453  -0.18453   0.12302   0.12302  0.120929 0.0646469 0.0228202  -3.85641    -1.456  -0.36581   4.71604   3.10165  0.427204  -4.71604  -4.04423  -1.54534  -2.01702   1.63695   4.71604   3.82924   2.14743  0.855583  -4.71604
0.116	           0   0.00420573   0.00420573   0.00525717    0.0063086    0.0063086  -0.00420573  -0.00420573  -0.00413424  -0.00221011 -0.000780164     0.733185     0.328807      0.17035     -0.79904    -0.447839     -0.03878      1.04322     0.592438    0.0616612     0.299522   -0.0664063      -1.9296    -0.150712    -0.304938   -0.0405899      1.92895	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	        0 -0.130636 -0.130636 -0.163295 -0.195955 -0.195955  0.130636  0.130636  0.128416 0.0686494 0.0242331  -3.78125  -1.50067 -0.413088    4.8056    3.2545  0.466087   -4.8056  -4.15178  -1.53383  -2.05381   1.62726    4.8056   3.93205   2.19025  0.718531   -4.8056
0.12	          0  0.00448987  0.00448987  0.00561233   0.0067348   0.0067348 -0.00448987 -0.00448987 -0.00441354 -0.00235942 -0.00083287     0.73318    0.328831    0.170377    -0.79904   -0.448072  -0.0386446     1.04293    0.592438   0.0653331     0.30096  -0.0644805    -1.93175   -0.155722   -0.305134  -0.0373442     1.92804	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	        0 -0.138416 -0.138416 -0.173019 -0.207623 -0.207623  0.138416  0.138416  0.136063 0.0727374 0.0256761  -3.90746  -1.57172  -0.46475   4.89164   3.31171  0.457654  -4.89164  -4.22128  -1.64328   -2.1477   1.51323   4.89164   4.03536   2.23167  0.577733  -4.89164
0.124	           0   0.00478289   0.00478289   0.00597861   0.00717433   0.00717433  -0.00478289  -0.00478289  -0.00470158  -0.00251341 -0.000887225     0.727533     0.328393     0.170575    -0.798892    -0.448151   -0.0385983      1.04283     0.592438    0.0658876     0.300926   -0.0651139     -1.93175      -0.1608    -0.305333   -0.0339052      1.92703	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	        0 -0.146353 -0.146353 -0.182941  -0.21953  -0.21953  0.146353  0.146353  0.143865 0.0769085 0.0271485  -3.81807  -1.62168 -0.521193   4.97431   3.36069  0.453028  -4.97431  -4.28806  -1.62643  -2.18014   1.50426   4.97431   4.13932    2.2717  0.433528  -4.97431
0.128	           0   0.00508476   0.00508476   0.00635594   0.00762713   0.00762713  -0.00508476  -0.00508476  -0.00499831  -0.00267204 -0.000943222     0.727912     0.326311     0.168292    -0.798892    -0.448178   -0.0385825       1.0428     0.592438    0.0664023     0.300894   -0.0657018     -1.93175    -0.165951    -0.305534   -0.0302793      1.92593	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	        0 -0.154445 -0.154445 -0.193056 -0.231667 -0.231667  0.154445  0.154445  0.151819 0.0811607 0.0286495  -3.94283   -1.6044 -0.477212   5.05374   3.40571  0.449773  -5.05374  -4.35222  -1.60887  -2.21138   1.49409   5.05374   4.24405   2.31032  0.286231  -5.05374
0.132	          0  0.00539544  0.00539544   0.0067443  0.00809316  0.00809316 -0.00539544 -0.00539544 -0.00530372  -0.0028353 -0.00100085    0.722072    0.325028    0.167653   -0.798706   -0.447002  -0.0392678     1.04427    0.592438   0.0668799    0.300864  -0.0662474    -1.93175     -0.1711   -0.305738  -0.0263845     1.92473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	        0 -0.162686 -0.162686 -0.203358  -0.24403  -0.24403  0.162686  0.162686  0.159921 0.0854917 0.0301783  -3.84239  -1.61863 -0.499189   5.13005   3.40134  0.474406  -5.13005  -4.41387  -1.59074  -2.24146   1.48288   5.13005   4.34661   2.34759  0.132636  -5.13005
0.136	          0   0.0057149   0.0057149  0.00714362  0.00857234  0.00857234  -0.0057149  -0.0057149 -0.00561774 -0.00300318 -0.00106011    0.722101    0.324868    0.167478   -0.798706   -0.451684  -0.0402261     1.04598    0.592833   0.0673232    0.300836  -0.0667538    -1.93175   -0.176331   -0.305939   -0.022322     1.92341	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	         0  -0.171074  -0.171074  -0.213843  -0.256612  -0.256612   0.171074   0.171074   0.168166  0.0898996  0.0317343    -3.9662   -1.67628  -0.538425    5.20337    3.54244   0.509152   -5.20337    -4.4887   -1.57215   -2.27043    1.47076    5.20337    4.45045    2.38339 -0.0231071   -5.20337
0.14	          0  0.00604309  0.00604309  0.00755387  0.00906464  0.00906464 -0.00604309 -0.00604309 -0.00594036 -0.00317565 -0.00112099    0.716117    0.322037    0.165261   -0.798475   -0.451917  -0.0400908     1.04568    0.592833   0.0677795    0.300807   -0.067275    -1.93175   -0.181647   -0.306136  -0.0180962     1.92197	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	        0 -0.179605 -0.179605 -0.224506 -0.269407 -0.269407  0.179605  0.179605  0.176552 0.0943823 0.0333167  -3.85686   -1.6258 -0.495192   5.27382   3.58991  0.499604  -5.27382  -4.54515  -1.55497  -2.29821   1.45991   5.27382   4.55042   2.41772   -0.1808  -5.27382
0.144	          0  0.00637999  0.00637999  0.00797499  0.00956999  0.00956999 -0.00637999 -0.00637999 -0.00627153 -0.00335269 -0.00118349    0.711206    0.320795    0.164905    -0.79828   -0.451997  -0.0400445     1.04558    0.592833   0.0682029     0.30078  -0.0677586    -1.93175   -0.187047   -0.306328  -0.0137115     1.92041	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	        0 -0.188274 -0.188274 -0.235342 -0.282411 -0.282411  0.188274  0.188274  0.185073  0.098938 0.0349248  -3.79193  -1.63916 -0.526491   5.34151   3.62951  0.493901  -5.34151  -4.59939  -1.53734  -2.32497    1.4482   5.34151   4.64647   2.45053 -0.340261  -5.34151
0.148	          0  0.00672555  0.00672555  0.00840694   0.0100883   0.0100883 -0.00672555 -0.00672555 -0.00661122 -0.00353428 -0.00124759    0.711229    0.320664    0.164762    -0.79828   -0.450839  -0.0407152     1.04703    0.592833   0.0685958    0.300754  -0.0682074    -1.93175   -0.192452   -0.306512 -0.00908095     1.91871	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	        0 -0.197078 -0.197078 -0.246348 -0.295618 -0.295618  0.197078  0.197078  0.193728  0.103565 0.0365581  -3.91772  -1.69547 -0.564824   5.40654   3.61855  0.516798  -5.40654  -4.65149  -1.51936  -2.35073   1.43576   5.40654   4.73875   2.48185 -0.504926  -5.40654
