-1.7384	5.1514	0.37927	0.89858	-3.7218	0.96891	3.5944	2.4227	0.27084	-1.9517	-3.9656
-1.6472	5.1761	0.41626	1.0164	-3.6563	1.0328	3.5635	2.3678	0.1812	-2.0107	-3.9908
-1.556	5.2009	0.45326	1.1343	-3.5907	1.0967	3.5327	2.3129	0.09156	-2.0698	-4.016
-1.4649	5.2257	0.49026	1.2521	-3.5252	1.1606	3.5019	2.258	0.0019202	-2.1288	-4.0412
-1.3737	5.2505	0.52725	1.3699	-3.4596	1.2246	3.4711	2.2031	-0.087719	-2.1879	-4.0664
-1.2825	5.2753	0.56425	1.4878	-3.3941	1.2885	3.4403	2.1483	-0.17736	-2.2469	-4.0916
-1.1913	5.3001	0.60124	1.6056	-3.3285	1.3524	3.4095	2.0934	-0.267	-2.306	-4.1169
-1.1046	5.3262	0.63097	1.6996	-3.261	1.467	3.3543	2.0293	-0.36559	-2.3493	-4.1399
-1.0274	5.355	0.64564	1.744	-3.1895	1.6868	3.2485	1.9462	-0.48273	-2.3598	-4.1584
-0.95007	5.3837	0.66032	1.7885	-3.118	1.9066	3.1426	1.8631	-0.59986	-2.3704	-4.177
-0.87279	5.4125	0.67499	1.8329	-3.0464	2.1263	3.0368	1.78	-0.717	-2.381	-4.1955
-0.7955	5.4412	0.68966	1.8773	-2.9749	2.3461	2.931	1.6969	-0.83413	-2.3916	-4.214
-0.71822	5.47	0.70434	1.9218	-2.9034	2.5659	2.8252	1.6138	-0.95127	-2.4022	-4.2326
-0.64093	5.4987	0.71901	1.9662	-2.8319	2.7856	2.7194	1.5307	-1.0684	-2.4127	-4.2511
-0.56365	5.5275	0.73369	2.0107	-2.7603	3.0054	2.6136	1.4476	-1.1855	-2.4233	-4.2696
-0.48637	5.5562	0.74836	2.0551	-2.6888	3.2252	2.5078	1.3644	-1.3027	-2.4339	-4.2882
-0.40908	5.585	0.76303	2.0996	-2.6173	3.4449	2.402	1.2813	-1.4198	-2.4445	-4.3067
-0.3318	5.6138	0.77771	2.144	-2.5457	3.6647	2.2962	1.1982	-1.537	-2.455	-4.3253
-0.25451	5.6425	0.79238	2.1885	-2.4742	3.8845	2.1903	1.1151	-1.6541	-2.4656	-4.3438
-0.17723	5.6713	0.80706	2.2329	-2.4027	4.1042	2.0845	1.032	-1.7712	-2.4762	-4.3623
-0.099946	5.7	0.82173	2.2773	-2.3312	4.324	1.9787	0.94892	-1.8884	-2.4868	-4.3809
-0.022662	5.7288	0.8364	2.3218	-2.2596	4.5438	1.8729	0.86581	-2.0055	-2.4973	-4.3994
0.054622	5.7575	0.85108	2.3662	-2.1881	4.7635	1.7671	0.78271	-2.1226	-2.5079	-4.4179
0.13191	5.7863	0.86575	2.4107	-2.1166	4.9833	1.6613	0.6996	-2.2398	-2.5185	-4.4365
0.20919	5.815	0.88042	2.4551	-2.0451	5.2031	1.5555	0.61649	-2.3569	-2.5291	-4.455
0.28647	5.8438	0.8951	2.4996	-1.9735	5.4228	1.4497	0.53339	-2.474	-2.5396	-4.4735
0.36376	5.8726	0.90977	2.544	-1.902	5.6426	1.3439	0.45028	-2.5912	-2.5502	-4.4921
0.44104	5.9013	0.92445	2.5884	-1.8305	5.8624	1.238	0.36718	-2.7083	-2.5608	-4.5106
0.51833	5.9301	0.93912	2.6329	-1.759	6.0822	1.1322	0.28407	-2.8254	-2.5714	-4.5292
0.59561	5.9588	0.95379	2.6773	-1.6874	6.3019	1.0264	0.20096	-2.9426	-2.5819	-4.5477
0.67223	5.9835	0.97011	2.7226	-1.6115	6.5085	0.92439	0.12274	-3.0575	-2.5941	-4.568
0.74241	5.9684	1.0024	2.7757	-1.4922	6.5862	0.85919	0.092089	-3.1507	-2.622	-4.6053
0.81259	5.9534	1.0347	2.8289	-1.3729	6.6639	0.794	0.06144	-3.2439	-2.6499	-4.6425
0.88277	5.9383	1.067	2.882	-1.2536	6.7417	0.7288	0.030791	-3.3371	-2.6777	-4.6798
0.95295	5.9232	1.0993	2.9352	-1.1343	6.8194	0.6636	0.00014196	-3.4303	-2.7056	-4.7171
1.0231	5.9081	1.1316	2.9883	-1.015	6.8971	0.59841	-0.030507	-3.5235	-2.7335	-4.7544
1.0933	5.8931	1.1639	3.0415	-0.89575	6.9749	0.53321	-0.061156	-3.6167	-2.7613	-4.7917
1.1635	5.878	1.1962	3.0946	-0.77646	7.0526	0.46801	-0.091805	-3.7099	-2.7892	-4.829
1.2337	5.8629	1.2285	3.1478	-0.65718	7.1303	0.40282	-0.12245	-3.8031	-2.8171	-4.8663
1.3038	5.8479	1.2608	3.2009	-0.53789	7.2081	0.33762	-0.1531	-3.8963	-2.8449	-4.9035
1.374	5.8328	1.2931	3.254	-0.41861	7.2858	0.27242	-0.18375	-3.9895	-2.8728	-4.9408
1.4442	5.8177	1.3253	3.3072	-0.29932	7.3635	0.20723	-0.2144	-4.0827	-2.9007	-4.9781
1.5144	5.8027	1.3576	3.3603	-0.18003	7.4412	0.14203	-0.24505	-4.1759	-2.9285	-5.0154
1.5846	5.7876	1.3899	3.4135	-0.060749	7.519	0.076833	-0.2757	-4.2691	-2.9564	-5.0527
1.6547	5.7725	1.4222	3.4666	0.058537	7.5967	0.011636	-0.30635	-4.3623	-2.9843	-5.09
1.7249	5.7574	1.4545	3.5198	0.17782	7.6744	-0.053561	-0.337	-4.4556	-3.0121	-5.1273
1.7951	5.7424	1.4868	3.5729	0.29711	7.7522	-0.11876	-0.36765	-4.5488	-3.04	-5.1645
1.8653	5.7273	1.5191	3.6261	0.41639	7.8299	-0.18395	-0.39829	-4.642	-3.0679	-5.2018
1.9354	5.7122	1.5514	3.6792	0.53568	7.9076	-0.24915	-0.42894	-4.7352	-3.0957	-5.2391
2.0056	5.6972	1.5837	3.7324	0.65497	7.9854	-0.31435	-0.45959	-4.8284	-3.1236	-5.2764
